book_id,original_title,authors,average_rating,genre
843,tere naina,E.L. James,4.13,crime
844,Chicka Chicka Boom Boom,"Bill Martin Jr., John Archambault, Lois Ehlert",4.21,horror
845,Smile,Raina Telgemeier,4.19,mystery
846, Animal Farm & 1984,"George Orwell, Christopher Hitchens",4.26,fairy tale fantasy
847,The Deep End of the Ocean,Jacquelyn Mitchard,3.84,fiction
848,The Bonesetter's Daughter,Amy Tan,3.98,science fiction
849,"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,3.74,autobiographical
850,Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,3.75,dictionary
851,Flowers in the Attic,V.C. Andrews,3.79,fiction
852,When Breath Becomes Air,"Paul Kalanithi, Abraham Verghese",4.32,comic 
853,Maniac Magee,Jerry Spinelli,3.86,crime
854,Invisible Monsters,Chuck Palahniuk,4,horror
855,"Twelfth Night; or, What You Will",William Shakespeare,3.97,mystery
856,Gathering Blue,Lois Lowry,3.8,fairy tale fantasy
857,The Westing Game,Ellen Raskin,4.03,fiction
858,Red Rising,Pierce Brown,4.26,science fiction
859,The Way of Shadows,Brent Weeks,4.15,autobiographical
860,The Bean Trees,Barbara Kingsolver,3.94,dictionary
861,Walking Disaster,Jamie McGuire,4.23,comic
862,Words of Radiance,Brandon Sanderson,4.77,autobiographical
863,Guess How Much I Love You,"Sam McBratney, Anita Jeram",4.36,horror
864,The Fiery Cross,Diana Gabaldon,4.26,comic 
865,Night Shift,"Stephen King, John D. MacDonald",3.96,mystery
866,Jaws,Peter Benchley,3.96,fiction
867,The History of Love,Nicole Krauss,3.91,comic 
868,Pippi LÃ¥ngstrump,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",4.11,genre
869,L'Ã©lÃ©gance du hÃ©risson,"Muriel Barbery, Alison Anderson",3.73,fiction
870,Team of Rivals: The Political Genius of Abraham Lincoln,"Doris Kearns Goodwin, Suzanne Toren",4.3,comic 
871,Dead in the Family,Charlaine Harris,3.88,crime
872,La peste,"Albert Camus, Stuart Gilbert",3.97,horror
873,The Reptile Room,"Lemony Snicket, Brett Helquist",3.95,mystery
874,Brain on Fire,Susannah Cahalan,4,fairy tale fantasy
875,Wicked Lovely ,Melissa Marr,3.69,fiction
876,Curious George,H.A. Rey,4.13,science fiction
877,Die unendliche Geschichte,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",4.17,autobiographical
878,A Beautiful Mind,Sylvia Nasar,4.12,dictionary
879,The Jungle,"Upton Sinclair, Earl Lee, Kathleen DeGrave",3.72,fiction
880,The Summoning,Kelley Armstrong,4.03,comic 
881,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,4.04,crime
882,Storm Island,Ken Follett,4.16,horror
883,The Blind Assassin,Margaret Atwood,3.95,mystery
884,Hollow City,Ransom Riggs,4.07,fairy tale fantasy
885,House of Sand and Fog,Andre Dubus III,3.83,fiction
886,The Girl with All the Gifts,M.R. Carey,3.93,science fiction
887,As I Lay Dying,William Faulkner,3.72,autobiographical
888,Harold and the Purple Crayon,Crockett Johnson,4.24,dictionary
889,"Lover Eternal (Black Dagger Brotherhood, #2)",J.R. Ward,4.35,comic
890,namaste moon,Isaac Asimov,4.23,autobiographical
891,Fool Moon ,Jim Butcher,4.04,horror
892,David and Goliath,Malcolm Gladwell,3.9,comic 
893,namaste sun,"Hiromu Arakawa, Akira Watanabe",4.49,mystery
894,Guards! Guards!,Terry Pratchett,4.32,fiction
895,The Year of Magical Thinking,Joan Didion,3.86,comic 
896,We Need to Talk About Kevin,Lionel Shriver,4.07,genre
897,Rendezvous with Rama,Arthur C. Clarke,4.06,fiction
898,The Queen of the Damned,Anne Rice,3.86,comic 
899,The Age of Innocence,"Edith Wharton, Maureen Howard",3.93,crime
900,The Selfish Gene,Richard Dawkins,4.11,horror
901,Year of Wonders: A Novel of the Plague,Geraldine Brooks,4,mystery
902,The Black Echo,Michael Connelly,4.08,fairy tale fantasy
903,Anthem,Ayn Rand,3.62,fiction
904,Gabriel's Inferno,Sylvain Reynard,4.02,science fiction
905,Cloudy with a Chance of Meatballs,"Judi Barrett, Ron Barrett",4.15,autobiographical
906,Major Pettigrew's Last Stand,Helen Simonson,3.87,dictionary
907,Vision in White,Nora Roberts,4.1,fiction
908,The Tenth Circle,Jodi Picoult,3.48,comic 
909,The Throne of Fire,Rick Riordan,4.2,crime
910,Old Man's War,John Scalzi,4.23,horror
911,Gerald's Game,Stephen King,3.47,mystery
912,Two for the Dough,Janet Evanovich,4.11,fairy tale fantasy
913,The Joy of Cooking,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",4.14,fiction
914,The Forever War,Joe Haldeman,4.15,science fiction
915,Insomnia,"Stephen King, Bettina Blanch Tyroller",3.79,autobiographical
916,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.57,dictionary
917,The Blade Itself,Joe Abercrombie,4.14,comic
918,The Arctic Incident,Eoin Colfer,3.94,autobiographical
919,The Shipping News,Annie Proulx,3.83,horror
920,kali nazar,"Marie KondÅ, Cathy Hirano",3.77,comic 
921,All the Bright Places,"Jennifer Niven, ÙØ±Ø§Ù†Ú© Ù…Ø¹Ù†ÙˆÛŒ",4.19,mystery
922,DÃ©jÃ  Dead,Kathy Reichs,3.86,fiction
923,The Alchemyst: The Secrets of The Immortal Nicholas Flamel,Michael Scott,3.84,comic 
924,The Marriage Plot,Jeffrey Eugenides,3.42,genre
925,Hija de la fortuna,"Isabel Allende, Margaret Sayers Peden",3.89,fiction
926,Luckiest Girl Alive,Jessica Knoll,3.48,comic 
927,"Crank (Crank, #1)",Ellen Hopkins,4.16,crime
928,The Raven Boys,Maggie Stiefvater,4.05,horror
929,I Am Legend and Other Stories,Richard Matheson,3.99,mystery
930,Olive Kitteridge,Elizabeth Strout,3.78,fairy tale fantasy
931,Not that Kind of Girl,"Lena Dunham, Joana Avillez",3.33,fiction
932,Good to Great: Why Some Companies Make the Leap... and Others Don't,James C. Collins,4.04,science fiction
933,Fire,Kristin Cashore,4.12,autobiographical
934,En attendant Godot,Samuel Beckett,3.81,dictionary
935,White Fang,Jack London,3.94,fiction
936,Wolves of the Calla,"Stephen King, Bernie Wrightson",4.17,comic 
937,His Dark Materials,Philip Pullman,4.25,crime
938,The Edge of Never,J.A. Redmerski,4.26,horror
939,Reconstructing Amelia,Kimberly McCreight,3.82,mystery
940,The One Plus One,Jojo Moyes,3.94,fairy tale fantasy
941,The Hours,Michael Cunningham,3.91,fiction
942,Wallbanger,Alice Clayton,4.1,science fiction
943,Holidays on Ice,David Sedaris,3.95,autobiographical
944,Desperation,Stephen King,3.8,dictionary
945,Passion,Lauren Kate,3.89,comic
946,The Kill Order,James Dashner,3.69,autobiographical
947,Angelfall,Susan Ee,4.19,horror
948,Empire Falls,Richard Russo,3.91,comic 
949,The Fires of Heaven,Robert Jordan,4.13,mystery
950,I'll Give You the Sun,Jandy Nelson,4.14,fiction
951,Survivor,Chuck Palahniuk,3.93,comic 
952,Shopaholic and Baby,Sophie Kinsella,3.77,genre
953,The Dark Tower,Stephen King,4.27,fiction
954,Twilight Director's Notebook,Catherine Hardwicke,4.2,comic 
955,Shopaholic Abroad,Sophie Kinsella,3.75,crime
956,"Surely You're Joking, Mr. Feynman! Adventures of a Curious Character",Richard Feynman,4.29,horror
957,Linger,Maggie Stiefvater,3.91,mystery
958,The Complete Anne of Green Gables Boxed Set,L.M. Montgomery,4.42,fairy tale fantasy
959,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",3.6,fiction
960,The Gathering Storm,"Robert Jordan, Brandon Sanderson",4.34,science fiction
961,Middlemarch,"George Eliot, Michel Faber",3.93,autobiographical
962,Point of Retreat,Colleen Hoover,4.3,dictionary
963,The Partner,John Grisham,3.89,fiction
964,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.59,comic 
965,Thoughtless,S.C. Stephens,4.12,crime
966,Presumed Innocent,Scott Turow,4.1,horror
967,The Dark Half,Stephen King,3.74,mystery
968,Cleopatra: A Life,Stacy Schiff,3.62,fiction
969,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.66,comic 
970,Steelheart,Brandon Sanderson,4.16,crime
971,sweetheart,"Marcus Pfister, J. Alison James",4.15,horror
972,Voyage au centre de la Terre,Jules Verne,3.84,mystery
973,The Happiness Project,Gretchen Rubin,3.57,fairy tale fantasy
974,The Man in the High Castle,Philip K. Dick,3.66,fiction
975,Helter Skelter: The True Story of The Manson Murders,"Vincent Bugliosi, Curt Gentry",4,science fiction
976,hallowen,"Robert Kapilow, Dr. Seuss",4.44,autobiographical
977,Inferno,"Dante Alighieri, Anthony M. Esolen",3.99,dictionary
978,Shadow of Night,Deborah Harkness,4.04,comic
979,Leaving Time,Jodi Picoult,3.94,autobiographical
980,Moon Called,Patricia Briggs,4.18,horror
981,Blue Bloods,Melissa de la Cruz,3.68,comic 
982,The Alienist,Caleb Carr,4.05,mystery
983,Between the World and Me,Ta-Nehisi Coates,4.4,fiction
984,Paradise Lost,"John Milton, John      Leonard",3.8,comic 
985,The Big Short: Inside the Doomsday Machine,Michael   Lewis,4.26,genre
986,The Girl Who Loved Tom Gordon,Stephen King,3.56,fiction
987, A Monster Calls ,"Patrick Ness, Jim Kay, Siobhan Dowd",4.36,comic 
988,Towers of Midnight,"Robert Jordan, Brandon Sanderson",4.42,crime
989,The Day of the Jackal,Frederick Forsyth,4.25,horror
990,Rework,"Jason Fried, David Heinemeier Hansson",3.93,mystery
991,Attachments,Rainbow Rowell,3.95,fairy tale fantasy
992,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",3.88,fiction
993,Tell the Wolves I'm Home,Carol Rifka Brunt,4.04,science fiction
994,All Creatures Great And Small,James Herriot,4.31,autobiographical
995,The Unbecoming of Mara Dyer,Michelle Hodkin,4.09,dictionary
996,Three to Get Deadly,Janet Evanovich,4.14,fiction
997,The Scarlet Pimpernel,Emmuska Orczy,4.06,comic 
998,The Monster at the End of This Book,"Jon Stone, Michael J. Smollin",4.45,crime
999,Tales of a Fourth Grade Nothing,Judy Blume,4.09,horror
1000,Shadow and Bone,Leigh Bardugo,4.05,mystery
1001,Het diner,"Herman Koch, Sam Garrett",3.22,fairy tale fantasy
1002,Champion,Marie Lu,4.37,fiction
1003,Contact,Carl Sagan,4.11,science fiction
1004,Lola and the Boy Next Door,Stephanie Perkins,4,autobiographical
1005,White Teeth,Zadie Smith,3.75,dictionary
1006,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,"Chris Kyle, Scott McEwen, Jim DeFelice",3.97,comic
1007,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,3.79,autobiographical
1008,The Power of Six,Pittacus Lore,4.17,horror
1009,The Interestings,Meg Wolitzer,3.54,comic 
1010,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,4.65,mystery
1011,People of the Book,Geraldine Brooks,4,fiction
1012,The Secret Keeper,Kate Morton,4.13,comic 
1013,Better Homes & Gardens New Cook Book,Better Homes and Gardens,4.14,genre
1014,"So Long, and Thanks for All the Fish",Douglas Adams,4.08,fiction
1015,Der Steppenwolf: ErzÃ¤hlung,"Hermann Hesse, Basil Creighton",4.11,comic 
1016,The Surgeon,Tess Gerritsen,4.1,crime
1017,The Girl You Left Behind,Jojo Moyes,3.95,horror
1018,Royal Assassin,Robin Hobb,4.21,mystery
1019,Childhood's End,Arthur C. Clarke,4.09,fairy tale fantasy
1020, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",4,fiction
1021,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",4.03,science fiction
1022,Heir of Fire,Sarah J. Maas,4.53,autobiographical
1023,that night,Robert Jordan,4.1,dictionary
1024,The Sweetness at the Bottom of the Pie,Alan Bradley,3.81,fiction
1025,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.92,comic 
1026,A Breath of Snow and Ashes,Diana Gabaldon,4.43,crime
1027,The Blood of Olympus,Rick Riordan,4.41,horror
1028,Truly Madly Guilty,Liane Moriarty,3.55,mystery
1029,"Saga, Volume One","Brian K. Vaughan, Fiona Staples",4.25,fairy tale fantasy
1030,The Art of Fielding,Chad Harbach,3.99,fiction
1031,A Moveable Feast,Ernest Hemingway,4.04,science fiction
1032,Fablehaven,Brandon Mull,4.08,autobiographical
1033,The Wide Window,"Lemony Snicket, Brett Helquist",3.91,dictionary
1034,Grave Peril,Jim Butcher,4.18,comic
1035,Einstein. His Life and Universe,Walter Isaacson,4.08,autobiographical
1036,Effortless,S.C. Stephens,4.37,horror
1037,The Street Lawyer,John Grisham,3.81,comic 
1038,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,3.79,mystery
1039,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",3.28,fiction
1040,Lets Explore Diabetes with Owls,David Sedaris,3.8,comic 
1041,Ð˜Ð´Ð¸Ð¾Ñ‚,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",4.18,genre
1042,Dirk Gently's Holistic Detective Agency,Douglas Adams,3.97,fiction
1043,Rodrick Rules,Jeff Kinney,4.1,comic 
1044,Why Not Me?,Mindy Kaling,3.89,crime
1045,Four: A Divergent Collection,Veronica Roth,4.1,horror
1046,Modern Romance,"Aziz Ansari, Eric Klinenberg",3.85,mystery
1047,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",4.24,fairy tale fantasy
1048,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,4.07,fiction
1049,Elantris,Brandon Sanderson,4.17,science fiction
1050,The Knife of Never Letting Go,Patrick Ness,3.96,autobiographical
1051,One Thousand White Women: The Journals of May Dodd,Jim Fergus,3.88,dictionary
1052,Handle with Care,Jodi Picoult,3.96,fiction
1053,Song of Susannah,"Stephen King, Darrel Anderson",3.98,comic 
1054,Reached,Ally Condie,3.56,crime
1055,Midnight's Children,Salman Rushdie,3.99,horror
1056,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,3.86,mystery
1057,The Testament,John Grisham,3.83,fairy tale fantasy
1058,Murder at the Vicarage,Agatha Christie,4.03,fiction
1059,Among the Hidden ,Margaret Peterson Haddix,3.97,science fiction
1060,In Defense of Food: An Eater's Manifesto,Michael Pollan,4.07,autobiographical
1061,The Witch of Blackbird Pond,Elizabeth George Speare,3.97,dictionary
1062,The Heir,Kiera Cass,3.85,comic
1063,Shopaholic Ties the Knot,Sophie Kinsella,3.77,autobiographical
1064,The Woman in White,"Wilkie Collins, Matthew Sweet",3.98,horror
1065,Career of Evil,"Robert Galbraith, J.K. Rowling",4.21,comic 
1066,The Summer I Turned Pretty,Jenny Han,3.96,mystery
1067,Four to Score ,Janet Evanovich,4.17,fiction
1068,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,4.06,comic 
1069,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D. Levitt, Stephen J. Dubner",3.95,genre
1070,Darkfever,Karen Marie Moning,4.14,fiction
1071,Stone of Tears,Terry Goodkind,4.1,comic 
1072,Heart of the Matter,Emily Giffin,3.73,crime
1073,Vanity Fair: A Novel Without a Hero,"William Makepeace Thackeray, John Carey",3.76,horror
1074,The Sirens of Titan,Kurt Vonnegut Jr.,4.16,mystery
1075,Dolores Claiborne,"Stephen King, Dominique Dill",3.81,fairy tale fantasy
1076,The Nest,Cynthia D'Aprix Sweeney,3.45,fiction
1077,"Fables, Volume 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",3.99,science fiction
1078,Getting Things Done: How To Achieve Stress-free Productivity,David    Allen,3.98,autobiographical
1079,The Celestine Prophecy,James Redfield,3.6,dictionary
1080,My Life Next Door ,Huntley Fitzpatrick,4.02,fiction
1081,Winter of the World,Ken Follett,4.29,comic 
1082,abdul kalam azad,"Haruki Murakami, Philip Gabriel",3.82,crime
1083,Lucky,Alice Sebold,3.77,horror
1084,To The Lighthouse ,Virginia Woolf,3.76,mystery
1085,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,3.43,fairy tale fantasy
1086,Guilty Pleasures,Laurell K. Hamilton,4.02,fiction
1087,The Messenger,Markus Zusak,4.09,science fiction
1088,Far from the Madding Crowd,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",3.92,autobiographical
1089,Equal Rites,Terry Pratchett,4,dictionary
1090,House of Leaves,Mark Z. Danielewski,4.13,comic
1091,Cruel & Unusual,Patricia Cornwell,4.11,autobiographical
1092,Sycamore Row,John Grisham,3.98,horror
1093,Awakened,"P.C. Cast, Kristin Cast",4.02,comic 
1094,My Ãntonia,Willa Cather,3.76,mystery
1095,Life As We Knew It,Susan Beth Pfeffer,3.89,fiction
1096,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",4.02,comic 
1097,90 Minutes in Heaven,"Don Piper, Cecil Murphey",3.91,genre
1098,The Longest Ride,Nicholas Sparks,4.14,fiction
1099,savitri,"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",4.31,comic 
1100,Kane and Abel,Jeffrey Archer,4.27,crime
1101,Change of Heart,Jodi Picoult,3.91,horror
1102,Dry: A Memoir,Augusten Burroughs,4.01,mystery
1103,Sam's Letters To Jennifer,James Patterson,4.15,fairy tale fantasy
1104,Grey,E.L. James,3.76,fiction
1105,Dune Messiah ,Frank Herbert,3.86,science fiction
1106,The Great Divorce,C.S. Lewis,4.28,autobiographical
1107,Little Earthquakes,Jennifer Weiner,3.76,dictionary
1108,Eventyr og historier,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",4.28,fiction
1109,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,4.34,comic 
1110,Maybe Someday,Colleen Hoover,4.33,crime
1111,Mr Maybe,Jane Green,3.41,horror
1112,Anne of the Island,L.M. Montgomery,4.21,mystery
1113,Also sprach Zarathustra,"Friedrich Nietzsche, Walter Kaufmann",4.05,fairy tale fantasy
1114,North and South,"Elizabeth Gaskell, Alan Shelston",4.13,fiction
1115,A Stolen Life,Jaycee Dugard,3.89,science fiction
1116,The Immortals of Meluha,Amish Tripathi,4,autobiographical
1117,The Lost World,Michael Crichton,3.72,dictionary
1118,Requiem,Lauren Oliver,3.74,comic
1119,A Crown of Swords,Robert Jordan,4,autobiographical
1120,Aesopica,"Aesop, Laura Harris, Laura Gibbs",4.05,horror
1121,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,4.18,comic 
1122,Finale,Becca Fitzpatrick,4.22,mystery
1123,Skeleton Crew,Stephen King,3.93,fiction
1124,Lullaby,Chuck Palahniuk,3.73,comic 
1125,Two States,Chetan Bhagat,3.42,genre
1126,acdef,"Matsuri Hino, Tomo Kimura",4.1,fiction
1127,Summer Knight,Jim Butcher,4.3,comic 
1128,Dragonflight,"Anne McCaffrey, Teodor PanasiÅ„ski",4.1,crime
1129,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",3.81,horror
1130,Ugly Love,Colleen Hoover,4.3,mystery
1131,Chocolat,Joanne Harris,3.95,fairy tale fantasy
1132,The Amityville Horror,Jay Anson,3.82,fiction
1133,The English Patient,Michael Ondaatje,3.88,science fiction
1134,Gabriel's Rapture,Sylvain Reynard,4.22,autobiographical
1135,Dubliners,"James Joyce, Jeri Johnson",3.85,dictionary
1136,Let the Great World Spin,Colum McCann,3.93,fiction
1137,The Eternity Code,Eoin Colfer,4.04,comic 
1138,Tell No One,Harlan Coben,4.11,crime
1139,The Tommyknockers,Stephen King,3.48,horror
1140,Hex Hall,Rachel Hawkins,3.96,mystery
1141,Steal Like an Artist,Austin Kleon,3.86,fairy tale fantasy
1142,Cryptonomicon,Neal Stephenson,4.25,fiction
1143,Beautiful Bastard,Christina Lauren,4.05,science fiction
1144,Prodigal Summer,Barbara Kingsolver,3.98,autobiographical
1145,We Were the Mulvaneys,Joyce Carol Oates,3.7,dictionary
1146,Understanding Comics: The Invisible Art,Scott McCloud,3.98,comic
1147,Beautiful Darkness,"Kami Garcia, Margaret Stohl",3.84,autobiographical
1148,The Psychopath Test,Jon Ronson,3.91,horror
1149,Vanishing Acts,Jodi Picoult,3.68,comic 
1150,Absolute Power,David Baldacci,4.15,mystery
1151,Hot Six,Janet Evanovich,4.18,fiction
1152,The Time Keeper,Mitch Albom,3.85,comic 
1153,A Dirty Job,Christopher Moore,4.08,genre
1154,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.24,fiction
1155,The Amulet of Samarkand,Jonathan Stroud,3.99,comic 
1156,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",3.91,crime
1157,The One Minute Manager,"Kenneth H. Blanchard, Spencer Johnson",3.85,horror
1158,Exodus,Leon Uris,4.33,mystery
1159,Stones from the River,Ursula Hegi,4.07,fairy tale fantasy
1160,The Big Sleep,Raymond Chandler,4.04,fiction
1161,Cannery Row ,John Steinbeck,4.02,science fiction
1162,Seriously...I'm Kidding,Ellen DeGeneres,3.72,autobiographical
1163,The Miserable Mill,"Lemony Snicket, Brett Helquist",3.83,dictionary
1164,The Snow Child,Eowyn Ivey,3.95,fiction
1165,Wait for You,"J. Lynn, Jennifer L. Armentrout",4.19,comic 
1166,The Last Straw,Jeff Kinney,4.11,crime
1167,La Divina Commedia,"Dante Alighieri, Allen Mandelbaum, Eugenio Montale",4.06,horror
1168,The Tao of Pooh,"Benjamin Hoff, Ernest H. Shepard",4.01,mystery
1169,Onyx,Jennifer L. Armentrout,4.33,fairy tale fantasy
1170,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,4.28,fiction
1171,The Birth of Venus,Sarah Dunant,3.79,science fiction
1172,The Opal Deception,Eoin Colfer,4.04,autobiographical
1173,Det som inte dÃ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",3.73,dictionary
1174,The Girls,Emma Cline,3.49,comic
1175,The Goose Girl,Shannon Hale,4.18,autobiographical
1176,Mystic River,Dennis Lehane,4.19,horror
1177,Warm Bodies,Isaac Marion,3.93,comic 
1178,The Prince and the Pauper,"Mark Twain, Everett H. Emerson",3.84,mystery
1179,The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,fiction
1180,The Forty Rules of Love,"Elif Shafak, Ø¥Ù„ÙŠÙ Ø´Ø§ÙØ§Ù‚, Ø§Ø±Ø³Ù„Ø§Ù† ÙØµÛŒØ­ÛŒ, Ù…Ø­Ù…Ø¯ Ø¯Ø±ÙˆÙŠØ´",4.17,comic 
1181,High Five,Janet Evanovich,4.17,genre
1182,Joyland,Stephen King,3.9,fiction
1183,day moon,"Hajime Isayama, Sheldon Drzka",4.42,comic 
1184,Tender Is the Night,F. Scott Fitzgerald,3.83,crime
1185,Cold Sassy Tree,Olive Ann Burns,3.99,horror
1186,The Glass Menagerie,Tennessee Williams,3.67,mystery
1187,L'amica geniale,"Elena Ferrante, Ann Goldstein",3.88,fairy tale fantasy
1188,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,3.84,fiction
1189,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,3.77,science fiction
1190,Rules of Civility,Amor Towles,3.99,autobiographical
1191,Ringworld,Larry Niven,3.96,dictionary
1192,Between Shades of Gray,Ruta Sepetys,4.36,fiction
1193,Frindle,"Andrew Clements, Brian Selznick",3.79,comic 
1194,Dog Days,Jeff Kinney,4.14,crime
1195,The Round House,Louise Erdrich,3.91,horror
1196,A Wind in the Door,Madeleine L'Engle,4.07,mystery
1197,Free Four: Tobias Tells the Divergent Story,Veronica Roth,4.18,fairy tale fantasy
1198,A Little Life,Hanya Yanagihara,4.27,fiction
1199,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",4.12,science fiction
1200,The Alloy of Law,Brandon Sanderson,4.2,autobiographical
1201,Dead Reckoning,Charlaine Harris,3.77,dictionary
1202,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",3.9,comic
1203,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire SÃ¡enz,4.34,autobiographical
1204,The Invisible Man,H.G. Wells,3.62,horror
1205,pratik pratik,"Haruki Murakami, Alfred Birnbaum",4.15,comic 
1206,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",3.57,mystery
1207,Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",3.92,fiction
1208,Four Past Midnight,Stephen King,3.9,comic 
1209,The Marriage Bargain,Jennifer Probst,3.81,genre
1210,Anne of Avonlea,L.M. Montgomery,4.21,fiction
1211,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",4.15,comic 
1212,We Are All Completely Beside Ourselves,Karen Joy Fowler,3.71,crime
1213,Children of the Mind,Orson Scott Card,3.74,horror
1214,Ulysses,James Joyce,3.74,mystery
1215,Someone Like You,Sarah Dessen,3.94,fairy tale fantasy
1216,Moloka'i,Alan Brennert,4.15,fiction
1217,The Witching Hour,Anne Rice,4.1,science fiction
1218,This Present Darkness,Frank E. Peretti,4.24,autobiographical
1219,The Coincidence of Callie & Kayden,Jessica Sorensen,4.21,dictionary
1220,Fates and Furies,Lauren Groff,3.56,fiction
1221,Summer Sisters,Judy Blume,3.83,comic 
1222,Stuart Little,"E.B. White, Garth Williams",3.88,crime
1223,The Foundation Trilogy,Isaac Asimov,4.39,horror
1224,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,4.06,mystery
1225,The Austere Academy,"Lemony Snicket, Brett Helquist",3.97,fairy tale fantasy
1226,Seven Up,Janet Evanovich,4.15,fiction
1227,The Awakening,Kelley Armstrong,4.16,science fiction
1228,Death Masks,Jim Butcher,4.32,autobiographical
1229,Stellaluna,Janell Cannon,4.22,dictionary
1230,Before They Are Hanged,Joe Abercrombie,4.27,comic
1231,Loving Frank,Nancy Horan,3.73,autobiographical
1232,Hard Eight,"Janet Evanovich, Lorelei King",4.17,horror
1233,The Vile Village,"Lemony Snicket, Brett Helquist",3.94,comic 
1234,Sybil,Flora Rheta Schreiber,3.99,mystery
1235,Cosmos,Carl Sagan,4.35,fiction
1236,Haunted: A Novel of Stories,Chuck Palahniuk,3.59,comic 
1237,The Shell Seekers,Rosamunde Pilcher,4.13,genre
1238,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,4.16,fiction
1239,CrÃ³nica de una muerte anunciada,"Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa",3.95,comic 
1240,A Scandal in Bohemia,"Ronald Holt, Arthur Conan Doyle",4.22,crime
1241,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",4.02,horror
1242,The Lowland,Jhumpa Lahiri,3.82,mystery
1243,The Ruins of Gorlan,John Flanagan,4.2,fairy tale fantasy
1244,Wintergirls,Laurie Halse Anderson,3.98,fiction
1245,The Brethren,John Grisham,3.71,science fiction
1246,Assassin's Quest,Robin Hobb,4.18,autobiographical
